tracer,oxygen,treatment,time,metabolite,isotope,mean,se
glc6,21%,DMSO,48,ASP,M1,0.0170500404868026,1.3425971205289523e-4
glc6,21%,DMSO,48,ASP,M2,0.11752823702404545,0.00445502402141351
glc6,21%,DMSO,48,ASP,M3,0.1807815618920886,0.007129047230985214
glc6,21%,DMSO,48,ASP,M4,0.029801779441420463,8.886770996528666e-4
glc6,21%,DMSO,72,ASP,M0,0.6362166448284703,0.00852241535053978
glc6,21%,DMSO,72,ASP,M1,0.00938069028422633,3.468115267266893e-4
glc6,21%,DMSO,72,ASP,M2,0.07416263013599336,6.218140588154508e-5
glc6,21%,DMSO,72,ASP,M3,0.24776976952674717,0.0034969236109168712
glc6,21%,DMSO,72,ASP,M4,0.022218304664455995,0.0011088747494253338
glc6,21%,BAY,24,ASP,M0,0.655137792885918,0.009788821536617302
glc6,21%,BAY,24,ASP,M1,0.007761884318129749,6.364298754248706e-5
glc6,21%,BAY,24,ASP,M2,0.06386881752214842,3.759127711975701e-4
glc6,21%,BAY,24,ASP,M3,0.23988729130113018,0.0037994305234444604
glc6,21%,BAY,24,ASP,M4,0.018054272121531004,2.765446022100302e-4
glc6,21%,BAY,48,ASP,M0,0.5602018100154633,5.14757326912807e-4
glc6,21%,BAY,48,ASP,M1,0.0039040983926123644,3.6726898061077916e-5
glc6,21%,BAY,48,ASP,M2,0.05175944842381969,0.003999542188322217
glc6,21%,BAY,48,ASP,M3,0.37599713182460387,0.012104422135037637
glc6,21%,BAY,48,ASP,M4,0.016950623459116698,0.0017946596539231364
glc6,21%,BAY,72,ASP,M0,0.5353428964782792,0.007138358056332648
glc6,21%,BAY,72,ASP,M1,0.002767521498556672,3.518564733345904e-5
glc6,21%,BAY,72,ASP,M2,0.03731289873890814,0.0019655897540081005
glc6,21%,BAY,72,ASP,M3,0.424043079605261,0.003516603071238605
glc6,21%,BAY,72,ASP,M4,0.010122257207375715,0.0012640425528884116
glc6,0.5%,None,24,ASP,M0,0.7254142361246178,0.010541275451162025
glc6,0.5%,None,24,ASP,M1,0.01224070990948491,2.1599131829010566e-4
glc6,0.5%,None,24,ASP,M2,0.07085379976949617,0.003497901639795161
glc6,0.5%,None,24,ASP,M3,0.1678811821831247,1.2015189625992628e-4
glc6,0.5%,None,24,ASP,M4,0.012715400391807324,4.937768087182032e-4
glc6,0.5%,None,48,ASP,M0,0.6386859717048987,0.0060725545351258325
glc6,0.5%,None,48,ASP,M1,0.008749970773307483,5.6700386678215295e-5
glc6,0.5%,None,48,ASP,M2,0.07519838198929599,0.004007769876786444
glc6,0.5%,None,48,ASP,M3,0.2561634449141299,0.0073047155381471
glc6,0.5%,None,48,ASP,M4,0.021295101315389926,6.335005380826533e-5
glc6,0.5%,None,72,ASP,M0,0.5877556995088989,0.008288268910426775
glc6,0.5%,None,72,ASP,M1,0.004418977134917119,0.0011868938426897468
glc6,0.5%,None,72,ASP,M2,0.046764639748356596,1.6278939915169086e-4
glc6,0.5%,None,72,ASP,M3,0.3504237862701789,0.009865777418775921
glc6,0.5%,None,72,ASP,M4,0.01177557453009136,8.347245095014838e-4
lac3,21%,None,24,ASP,M0,0.7712978403436997,0.009659472829475577
lac3,21%,None,24,ASP,M1,0.0250051382244708,4.308984223539737e-5
lac3,21%,None,24,ASP,M2,0.09993766447903356,0.0052810267321795985
lac3,21%,None,24,ASP,M3,0.09395511794545722,0.0010881147407568387
lac3,21%,None,24,ASP,M4,0.010725028761796518,5.096152683598356e-4
lac3,21%,None,48,ASP,M0,0.7851569635694443,0.0011453747276307655
lac3,21%,None,48,ASP,M1,0.021966233542336212,6.277920278911861e-4
lac3,21%,None,48,ASP,M2,0.08801283248444285,0.0014173548073091872
lac3,21%,None,48,ASP,M3,0.09538298394260289,0.0017835526089488207
lac3,21%,None,48,ASP,M4,0.009777464457747832,1.4429732300467232e-4
lac3,21%,None,72,ASP,M0,0.8640195141415625,0.004008430911288956
lac3,21%,None,72,ASP,M1,0.009029396161209237,9.424936795442788e-5
lac3,21%,None,72,ASP,M2,0.03635653953889627,0.001551195622756878
lac3,21%,None,72,ASP,M3,0.09106331668273393,4.156412673623141e-4
lac3,21%,None,72,ASP,M4,0.0030267171181815977,3.077091348865371e-4
lac3,21%,DMSO,24,ASP,M0,0.7876677002173036,8.709031617831208e-4
lac3,21%,DMSO,24,ASP,M1,0.024025467104348833,8.829658179402496e-4
lac3,21%,DMSO,24,ASP,M2,0.09046886938904077,5.797840738059473e-4
lac3,21%,DMSO,24,ASP,M3,0.09006131923597424,6.101242950961454e-4
lac3,21%,DMSO,24,ASP,M4,0.00962266505611744,1.224922443518366e-4
lac3,21%,DMSO,48,ASP,M0,0.7878031026899981,7.244899344588384e-4
lac3,21%,DMSO,48,ASP,M1,0.022896260602889733,3.7917350836431414e-4
lac3,21%,DMSO,48,ASP,M2,0.09218211682176476,2.9722876908204465e-4
lac3,21%,DMSO,48,ASP,M3,0.09904174948302198,6.62973557551183e-4
lac3,21%,DMSO,48,ASP,M4,0.00994418258272023,1.2562623812831415e-4
lac3,21%,DMSO,72,ASP,M0,0.8474553706037068,0.0011809024206202998
lac3,21%,DMSO,72,ASP,M1,0.01158940260468193,5.599943364957946e-4
lac3,21%,DMSO,72,ASP,M2,0.04614207899478828,0.003144133393861988
lac3,21%,DMSO,72,ASP,M3,0.09550728519927047,0.0017622913864016876
lac3,21%,DMSO,72,ASP,M4,0.00432514378012457,5.261720905068374e-4
lac3,21%,BAY,24,ASP,M0,0.7523448529156649,0.004827205777148624
lac3,21%,BAY,24,ASP,M1,0.007091043381433945,3.0376552313695655e-4
lac3,21%,BAY,24,ASP,M2,0.0502059095812897,0.0025130726660904656
lac3,21%,BAY,24,ASP,M3,0.1798479571601535,0.0017196919202639575
lac3,21%,BAY,24,ASP,M4,0.010510236961457899,2.906756676572071e-4
lac3,21%,BAY,48,ASP,M0,0.703983875852138,0.0010225560122323896
lac3,21%,BAY,48,ASP,M1,0.004643413630769233,3.689204004956833e-4
lac3,21%,BAY,48,ASP,M2,0.037504867034064415,0.001120476485977125
lac3,21%,BAY,48,ASP,M3,0.24653362126995085,0.002717748352264265
lac3,21%,BAY,48,ASP,M4,0.008506694859867554,8.501331861559777e-4
lac3,21%,BAY,72,ASP,M0,0.7297201319386062,0.001696387263137533
lac3,21%,BAY,72,ASP,M1,0.002597791951887883,2.769879013158087e-5
lac3,21%,BAY,72,ASP,M2,0.018862940268999137,1.0300371738736039e-4
lac3,21%,BAY,72,ASP,M3,0.23268185796406252,0.0063431033248856775
lac3,21%,BAY,72,ASP,M4,0.0031208377299639834,1.3564914290033333e-4
lac3,0.5%,None,24,ASP,M0,0.7439132817456294,0.020344860567363864
lac3,0.5%,None,24,ASP,M1,0.012476364665549574,2.1089220500816478e-4
lac3,0.5%,None,24,ASP,M2,0.07057129580067661,0.007192395690644874
lac3,0.5%,None,24,ASP,M3,0.1698700504614104,0.0013101911294876865
lac3,0.5%,None,24,ASP,M4,0.01263075028730325,0.0012988335173047768
lac3,0.5%,None,48,ASP,M0,0.7412500398386489,0.003135629125281203
lac3,0.5%,None,48,ASP,M1,0.010366774456034424,3.3860527345823486e-4
lac3,0.5%,None,48,ASP,M2,0.06282473724825896,3.5916292287234414e-4
lac3,0.5%,None,48,ASP,M3,0.1784893668480892,0.005484579925665998
lac3,0.5%,None,48,ASP,M4,0.012064506697761768,8.821400918314434e-5
lac3,0.5%,None,72,ASP,M0,0.7499141309853474,0.002291683040183401
lac3,0.5%,None,72,ASP,M1,0.007189187398375941,1.8755895812065963e-4
lac3,0.5%,None,72,ASP,M2,0.04123093825417184,0.006884553661895424
lac3,0.5%,None,72,ASP,M3,0.18625203711850752,0.001416708346425946
lac3,0.5%,None,72,ASP,M4,0.007265494722698958,0.0015740685267820276
q5,21%,None,24,ASP,M0,0.5182023694369635,0.010837711113991996
q5,21%,None,24,ASP,M1,0.044847704274431105,0.0012480271822205506
q5,21%,None,24,ASP,M2,0.10008610308741286,0.0024254253113295036
q5,21%,None,24,ASP,M3,0.025190015051465238,5.819395894814481e-4
q5,21%,None,24,ASP,M4,0.3116738081497273,0.007389067620751944
q5,21%,None,48,ASP,M0,0.4871635131270306,0.0076632658883495205
q5,21%,None,48,ASP,M1,0.05674596053405048,0.0011466406917799358
q5,21%,None,48,ASP,M2,0.11396045919877656,8.291129414099385e-4
q5,21%,None,48,ASP,M3,0.028337679175912595,8.200601536421734e-4
q5,21%,None,48,ASP,M4,0.31053224782994165,0.0029644440917453627
q5,21%,None,72,ASP,M0,0.4698521576772575,0.013184412468852198
q5,21%,None,72,ASP,M1,0.04665105513896263,0.0010506622293159297
q5,21%,None,72,ASP,M2,0.10525466344677574,0.0026450746983073766
q5,21%,None,72,ASP,M3,0.051423542924904315,0.002362262129138148
q5,21%,None,72,ASP,M4,0.3268185808120998,0.009433316326121582
q5,21%,DMSO,24,ASP,M0,0.48339142198470975,0.08411514914356319
q5,21%,DMSO,24,ASP,M1,0.10284155465973356,0.06613376229038075
q5,21%,DMSO,24,ASP,M2,0.1688237952795259,0.08171245323842931
q5,21%,DMSO,24,ASP,M3,0.01857302882437947,0.003711430748040942
q5,21%,DMSO,24,ASP,M4,0.22989575535111811,0.05649407953773917
q5,21%,DMSO,48,ASP,M0,0.5345913181638993,0.013768100857160568
q5,21%,DMSO,48,ASP,M1,0.05464226719861329,0.0024790200197202066
q5,21%,DMSO,48,ASP,M2,0.10284263563146794,0.004196347547295351
q5,21%,DMSO,48,ASP,M3,0.025114763506340836,0.001084603836067245
q5,21%,DMSO,48,ASP,M4,0.28280901549967885,0.0060081294540777755
q5,21%,DMSO,72,ASP,M0,0.5471256531145047,0.00800988232434674
q5,21%,DMSO,72,ASP,M1,0.04320174877243385,8.813045631987024e-4
q5,21%,DMSO,72,ASP,M2,0.0911233185276542,5.342099776955225e-4
q5,21%,DMSO,72,ASP,M3,0.04074493328098681,0.0028173654148293606
q5,21%,DMSO,72,ASP,M4,0.2778043463044204,0.005539611495020551
q5,21%,BAY,24,ASP,M0,0.9294852984299222,0.0019942858922593065
q5,21%,BAY,24,ASP,M1,6.618034046222271e-4,2.57994044764775e-4
q5,21%,BAY,24,ASP,M2,-1.044083007992754e-24,1.044083007992754e-24
q5,21%,BAY,24,ASP,M3,0.015274647428912106,8.973167763578595e-4
q5,21%,BAY,24,ASP,M4,0.056010182143097574,0.00251749327988849
q5,21%,BAY,48,ASP,M0,0.935695928789898,0.005208099826666035
q5,21%,BAY,48,ASP,M1,5.998000108571337e-4,9.084834360770548e-5
q5,21%,BAY,48,ASP,M2,-7.228253905193998e-20,7.228253905193998e-20
q5,21%,BAY,48,ASP,M3,0.01793352265470896,0.0021745297192597036
q5,21%,BAY,48,ASP,M4,0.048054930102153434,0.0024316503378981886
q5,21%,BAY,72,ASP,M0,0.9451160125343795,0.0022765059164626678
q5,21%,BAY,72,ASP,M1,3.501514041485985e-4,2.5006863101679973e-4
q5,21%,BAY,72,ASP,M2,-1.3298672292893558e-24,1.3298672292893556e-24
q5,21%,BAY,72,ASP,M3,0.01713206358943096,0.0012695922275011515
q5,21%,BAY,72,ASP,M4,0.040514797759709745,9.594604801127782e-4
q5,0.5%,None,24,ASP,M0,0.7907444509893041,0.006346566331404438
q5,0.5%,None,24,ASP,M1,0.012406146372307067,2.989203378030393e-4
q5,0.5%,None,24,ASP,M2,0.03205304571567615,1.360837335223977e-4
q5,0.5%,None,24,ASP,M3,0.02246972583239227,1.6940625200368396e-4
q5,0.5%,None,24,ASP,M4,0.1405190208749256,0.0017017715372241449
q5,0.5%,None,48,ASP,M0,0.7583955530454095,0.02322045633221281
q5,0.5%,None,48,ASP,M1,0.014510967515984694,0.0015220651947442715
q5,0.5%,None,48,ASP,M2,0.04083581116526097,0.003375239842967463
q5,0.5%,None,48,ASP,M3,0.02487322865682614,0.002358857045145239
q5,0.5%,None,48,ASP,M4,0.16700297294740218,0.013558601942867269
q5,0.5%,None,72,ASP,M0,0.738597057592454,9.762645440913674e-4
q5,0.5%,None,72,ASP,M1,0.013524429713296551,3.0804057081300194e-4
q5,0.5%,None,72,ASP,M2,0.03879989293953523,6.518195578145868e-4
q5,0.5%,None,72,ASP,M3,0.02842715959773459,3.514977146172205e-4
q5,0.5%,None,72,ASP,M4,0.1806514601569796,0.0016331668965695407
glc2,21%,None,24,CIT,M0,0.5985779578150043,0.02219466062564555
glc2,21%,None,24,CIT,M1,0.031089885288437993,2.0230938839015935e-4
glc2,21%,None,24,CIT,M2,0.3090025250014381,0.015044678960802789
glc2,21%,None,24,CIT,M3,0.015998155730071635,0.0011417570540851814
glc2,21%,None,24,CIT,M4,0.044460379062996394,0.004021562424465656
glc2,21%,None,24,CIT,M5,0.0021393894406394184,3.71298771976182e-4
glc2,21%,None,24,CIT,M6,4.696506620063363e-4,2.4153079433473067e-4
glc2,21%,None,48,CIT,M0,0.4696266972114103,0.018333634590352223
glc2,21%,None,48,CIT,M1,0.038894133724028994,4.2990802399527723e-4
glc2,21%,None,48,CIT,M2,0.375007813453467,0.01035889902755302
glc2,21%,None,48,CIT,M3,0.03030903159100428,0.0014588590973081917
glc2,21%,None,48,CIT,M4,0.07810981181896956,0.004883034097879918
glc2,21%,None,48,CIT,M5,0.006219443642279105,4.6221958448989056e-4
glc2,21%,None,48,CIT,M6,0.0028894261066331477,3.3415361437824106e-4
glc2,21%,None,72,CIT,M0,0.4336032461279115,0.015103964248994553
glc2,21%,None,72,CIT,M1,0.03593731342642381,6.853300676178354e-4
glc2,21%,None,72,CIT,M2,0.3948612490816787,0.009569252775150397
glc2,21%,None,72,CIT,M3,0.030382896042111696,9.852865470222987e-4
glc2,21%,None,72,CIT,M4,0.09793960949652135,0.004880604633607789
glc2,21%,None,72,CIT,M5,0.0074686408932657915,4.0401184644181683e-4
glc2,21%,None,72,CIT,M6,0.0041988067807691865,2.829414132901902e-4
glc2,21%,DMSO,24,CIT,M0,0.5865214510891249,0.001654731013155386
glc2,21%,DMSO,24,CIT,M1,0.03111763854524041,3.4517183681104235e-4
glc2,21%,DMSO,24,CIT,M2,0.31843685350784035,2.8729086263334924e-4
glc2,21%,DMSO,24,CIT,M3,0.016148171863463248,3.2131424351658673e-4
glc2,21%,DMSO,24,CIT,M4,0.04558792250463663,4.2168630827127054e-4
glc2,21%,DMSO,24,CIT,M5,0.0018956045554902729,1.4461933689005634e-4
glc2,21%,DMSO,24,CIT,M6,2.9235793420420616e-4,1.3464842503306974e-4
glc2,21%,DMSO,48,CIT,M0,0.4592252085232851,0.005126182492018876
glc2,21%,DMSO,48,CIT,M1,0.04170782149508223,3.1408371127124995e-4
glc2,21%,DMSO,48,CIT,M2,0.37797042656138746,0.0023925282820253246
glc2,21%,DMSO,48,CIT,M3,0.0324250453855855,1.4682106116167132e-4
glc2,21%,DMSO,48,CIT,M4,0.07909630465225456,0.0026794572397879843
glc2,21%,DMSO,48,CIT,M5,0.006600315138233878,1.2356599390635605e-4
glc2,21%,DMSO,48,CIT,M6,0.0029748782441713167,9.789362640880324e-5
glc2,21%,DMSO,72,CIT,M0,0.40474411476715466,0.002785797419428443
glc2,21%,DMSO,72,CIT,M1,0.039783040327598315,6.123588144150634e-5
glc2,21%,DMSO,72,CIT,M2,0.40429383552892356,0.0015848709868089836
glc2,21%,DMSO,72,CIT,M3,0.03522917196779907,2.661447513623433e-4
glc2,21%,DMSO,72,CIT,M4,0.10297222879713769,8.923320018182009e-4
glc2,21%,DMSO,72,CIT,M5,0.008127849239210179,4.298908192256184e-5
glc2,21%,DMSO,72,CIT,M6,0.004849759372176533,2.4202879920004125e-5
glc2,21%,BAY,24,CIT,M0,0.5960134919763864,0.01370081109776411
glc2,21%,BAY,24,CIT,M1,0.014326509134647546,2.17186202093704e-4
glc2,21%,BAY,24,CIT,M2,0.33121586090126126,0.011909734175924667
glc2,21%,BAY,24,CIT,M3,0.005772083200176453,3.784731178524355e-4
glc2,21%,BAY,24,CIT,M4,0.05333624798448886,0.0020005578000377995
glc2,21%,BAY,24,CIT,M5,1.0834926332578104e-4,1.4446544316650716e-5
glc2,21%,BAY,24,CIT,M6,0,0
glc2,21%,BAY,48,CIT,M0,0.5310910954326598,0.005213779256245498
glc2,21%,BAY,48,CIT,M1,0.015218497931966198,1.9974952103149823e-4
glc2,21%,BAY,48,CIT,M2,0.37320735776300595,0.002354299799768339
glc2,21%,BAY,48,CIT,M3,0.006886862017902429,2.605285099115274e-4
glc2,21%,BAY,48,CIT,M4,0.07430788019250639,0.0023088779900597082
glc2,21%,BAY,48,CIT,M5,1.7104206799852887e-4,4.9843757875569224e-5
glc2,21%,BAY,48,CIT,M6,0,0
glc2,21%,BAY,72,CIT,M0,0.5029637145181132,0.012788549540747316
glc2,21%,BAY,72,CIT,M1,0.015802692224561245,4.233887109059142e-5
glc2,21%,BAY,72,CIT,M2,0.38831938442824054,0.009000364985721682
glc2,21%,BAY,72,CIT,M3,0.00817824107220412,1.1868970822616168e-4
glc2,21%,BAY,72,CIT,M4,0.08496126748977584,0.0038745322808997895
glc2,21%,BAY,72,CIT,M5,6.3989118328351e-4,1.1066620876386892e-4
glc2,21%,BAY,72,CIT,M6,0,0
glc2,0.5%,None,24,CIT,M0,0.6620359651594214,0.01501055124019051
glc2,0.5%,None,24,CIT,M1,0.0198511192623163,2.9033305697070093e-4
glc2,0.5%,None,24,CIT,M2,0.2708765124111516,0.012958119858048293
glc2,0.5%,None,24,CIT,M3,0.008399312453281816,1.2190876871291346e-4
glc2,0.5%,None,24,CIT,M4,0.039868767511336355,0.0011388529314399415
glc2,0.5%,None,24,CIT,M5,0.0010793443917729152,8.666101356766215e-5
glc2,0.5%,None,24,CIT,M6,0,0
glc2,0.5%,None,48,CIT,M0,0.5517517581743099,0.015171816824931284
glc2,0.5%,None,48,CIT,M1,0.022435350898467418,7.437527721452342e-4
glc2,0.5%,None,48,CIT,M2,0.343813308450086,0.01060997608417415
glc2,0.5%,None,48,CIT,M3,0.013449164267317336,5.511185684796167e-5
glc2,0.5%,None,48,CIT,M4,0.06075263355238429,0.005810770427910306
glc2,0.5%,None,48,CIT,M5,0.0017835192030791977,1.1135403412838494e-4
glc2,0.5%,None,48,CIT,M6,0.0010895109431875278,2.858104655361915e-4
glc2,0.5%,None,72,CIT,M0,0.49653582761212545,0.018966755802192956
glc2,0.5%,None,72,CIT,M1,0.019841168670686152,0.0015152953068761508
glc2,0.5%,None,72,CIT,M2,0.37573742023361867,0.010964220339524518
glc2,0.5%,None,72,CIT,M3,0.014658182256605602,0.0013119312335028459
glc2,0.5%,None,72,CIT,M4,0.07993031035993656,0.007088347452186244
glc2,0.5%,None,72,CIT,M5,0.002337337875626024,1.3325359284520577e-4
glc2,0.5%,None,72,CIT,M6,0.002161380230004817,3.3740300263842584e-4
glc6,21%,None,24,CIT,M0,0.326354540957282,4.99713761613535e-4
glc6,21%,None,24,CIT,M1,0.020035699474633798,0.001309028665328011
glc6,21%,None,24,CIT,M2,0.3985045857827444,0.0012253519596500395
glc6,21%,None,24,CIT,M3,0.0891086082405422,2.5882241673686607e-4
glc6,21%,None,24,CIT,M4,0.08017916005240674,0.004354596591252745
glc6,21%,None,24,CIT,M5,0.0847166006757088,0.001482405497378783
glc6,21%,None,24,CIT,M6,0.009502774176608279,5.314170498234397e-4
glc6,21%,None,48,CIT,M0,0.18945659283116756,0.006832259482610652
glc6,21%,None,48,CIT,M1,0.013725840870283446,4.332348433127956e-5
glc6,21%,None,48,CIT,M2,0.43265515811667277,0.0028602946656581525
glc6,21%,None,48,CIT,M3,0.06793368714759454,0.0033115618915495193
glc6,21%,None,48,CIT,M4,0.09565597777864433,0.004909697520213715
glc6,21%,None,48,CIT,M5,0.16971663064896064,7.880528976765415e-4
glc6,21%,None,48,CIT,M6,0.023543784673098853,9.431310158033062e-4
glc6,21%,None,72,CIT,M0,0.20641112848084797,0.004183674149289517
glc6,21%,None,72,CIT,M1,0.010491702403114533,1.8131286381024248e-4
glc6,21%,None,72,CIT,M2,0.3981995624268547,0.0027651474232574694
glc6,21%,None,72,CIT,M3,0.05239738442751269,0.0012863173031442228
glc6,21%,None,72,CIT,M4,0.07660123710152879,0.001214252533770073
glc6,21%,None,72,CIT,M5,0.23044081736860214,0.0018543776793599751
glc6,21%,None,72,CIT,M6,0.020231807274486032,2.3357744947523723e-4
glc6,21%,DMSO,24,CIT,M0,0.3306683337624493,0.0016001096641997392
glc6,21%,DMSO,24,CIT,M1,0.019492945059113736,4.919587693965298e-4
glc6,21%,DMSO,24,CIT,M2,0.3939845829128577,0.0019701399436445896
glc6,21%,DMSO,24,CIT,M3,0.08937620358054399,2.367770827927523e-5
glc6,21%,DMSO,24,CIT,M4,0.07943246161038353,2.338029462866098e-4
glc6,21%,DMSO,24,CIT,M5,0.08063909126089028,6.056630826818467e-4
glc6,21%,DMSO,24,CIT,M6,0.0099959326010987,8.365260432603915e-4
glc6,21%,DMSO,48,CIT,M0,0.18344996012598042,0.0024111531745076155
glc6,21%,DMSO,48,CIT,M1,0.014687069217830653,4.476334673455879e-4
glc6,21%,DMSO,48,CIT,M2,0.4355927887079267,0.01104994549178848
glc6,21%,DMSO,48,CIT,M3,0.07855016131966054,0.0028268424140715743
glc6,21%,DMSO,48,CIT,M4,0.10763160503297188,0.001682732025504109
glc6,21%,DMSO,48,CIT,M5,0.14749649057952288,0.02056068054512792
glc6,21%,DMSO,48,CIT,M6,0.026731114532130666,1.9760587577817047e-4
glc6,21%,DMSO,72,CIT,M0,0.15663836879571907,0.019917576629634885
glc6,21%,DMSO,72,CIT,M1,0.011133134319777221,2.1092848802609435e-4
glc6,21%,DMSO,72,CIT,M2,0.41473639111714433,0.0076072957718140415
glc6,21%,DMSO,72,CIT,M3,0.060656366253304166,0.003803477958655532
glc6,21%,DMSO,72,CIT,M4,0.0840697009831688,0.0013291581002139103
glc6,21%,DMSO,72,CIT,M5,0.24856032770632025,0.002098006018978263
glc6,21%,DMSO,72,CIT,M6,0.023224097883068333,4.865001192070062e-4
glc6,21%,BAY,24,CIT,M0,0.2776334159599496,0.0011772017411305347
glc6,21%,BAY,24,CIT,M1,0.009905691468770746,2.1939100450329288e-4
glc6,21%,BAY,24,CIT,M2,0.3301339029751272,0.003924954854358156
glc6,21%,BAY,24,CIT,M3,0.13740725844321078,3.533873494507289e-5
glc6,21%,BAY,24,CIT,M4,0.058016148999832394,0.002259890477681322
glc6,21%,BAY,24,CIT,M5,0.1816750593075395,0.009423704608220174
glc6,21%,BAY,24,CIT,M6,0.01111739073788388,5.889856378740905e-5
glc6,21%,BAY,48,CIT,M0,0.187943378640051,0.005961566435607282
glc6,21%,BAY,48,CIT,M1,0.007889246570962079,9.154969437812641e-5
glc6,21%,BAY,48,CIT,M2,0.3085627410123335,0.0035645370817463384
glc6,21%,BAY,48,CIT,M3,0.1277553800531686,0.002275614254326555
glc6,21%,BAY,48,CIT,M4,0.06108007262775218,0.003721098597096298
glc6,21%,BAY,48,CIT,M5,0.28442589475217595,0.004022292637640229
glc6,21%,BAY,48,CIT,M6,0.012143203423055495,0.001511959625591013
glc6,21%,BAY,72,CIT,M0,0.18642026328315126,0.0027870929015983282
glc6,21%,BAY,72,CIT,M1,0.008095687562325834,3.3926943831260914e-4
glc6,21%,BAY,72,CIT,M2,0.3265972145172525,0.0014419282512021614
glc6,21%,BAY,72,CIT,M3,0.10267196347334008,8.814968183953286e-4
glc6,21%,BAY,72,CIT,M4,0.056209892563618066,0.0025272746610413514
glc6,21%,BAY,72,CIT,M5,0.31112512017132643,1.4164649879352953e-4
glc6,21%,BAY,72,CIT,M6,0.008881321863486977,8.13500609287419e-4
glc6,0.5%,None,24,CIT,M0,0.4019889900921239,0.01799763099503934
glc6,0.5%,None,24,CIT,M1,0.015896293834790878,0.0011473286234817185
glc6,0.5%,None,24,CIT,M2,0.292536281348529,0.008685011038619446
glc6,0.5%,None,24,CIT,M3,0.12588333554457298,5.899449670332263e-4
glc6,0.5%,None,24,CIT,M4,0.051515733387927476,2.0504598368572755e-4
glc6,0.5%,None,24,CIT,M5,0.11037415849123307,0.0027421012532535677
glc6,0.5%,None,24,CIT,M6,0.0057825032909457974,1.4092005460955917e-4
glc6,0.5%,None,48,CIT,M0,0.2354606439545086,0.0023539308295647404
glc6,0.5%,None,48,CIT,M1,0.011364475444232637,1.0990948541149924e-4
glc6,0.5%,None,48,CIT,M2,0.3452870795137033,5.555470400320228e-6
glc6,0.5%,None,48,CIT,M3,0.11948385084337874,0.002443573726606155
glc6,0.5%,None,48,CIT,M4,0.07231854411859888,1.2065821386848806e-4
glc6,0.5%,None,48,CIT,M5,0.20540759687116272,0.0028309940205698964
glc6,0.5%,None,48,CIT,M6,0.01347624574763219,7.598483651799102e-4
glc6,0.5%,None,72,CIT,M0,0.19580084230071224,0.02850589976484164
glc6,0.5%,None,72,CIT,M1,0.009088036659247864,8.000519466921304e-4
glc6,0.5%,None,72,CIT,M2,0.33521871312238843,0.009539659709642666
glc6,0.5%,None,72,CIT,M3,0.1034262424856611,0.005328001939394253
glc6,0.5%,None,72,CIT,M4,0.060580314757152795,0.0011775862176814885
glc6,0.5%,None,72,CIT,M5,0.3021412477587906,0.004243181398769197
glc6,0.5%,None,72,CIT,M6,0.008849506395351248,2.560681613791695e-4
lac3,21%,None,24,CIT,M0,0.41910351189085804,0.0026136667815639114
lac3,21%,None,24,CIT,M1,0.022661121307493544,9.111798722441292e-4
lac3,21%,None,24,CIT,M2,0.36228255720044783,0.0036526625658658304
lac3,21%,None,24,CIT,M3,0.08395680224960778,3.867586670795308e-4
lac3,21%,None,24,CIT,M4,0.05565479835731835,6.30422902595483e-5
lac3,21%,None,24,CIT,M5,0.05512440780197851,9.17860404715566e-5
lac3,21%,None,24,CIT,M6,0.005302771427512703,2.585102182959538e-4
lac3,21%,None,48,CIT,M0,0.38482188658460165,0.05787631527218788
lac3,21%,None,48,CIT,M1,0.016576647010804333,0.0017091732283239997
lac3,21%,None,48,CIT,M2,0.3511824167250023,0.013391213452753485
lac3,21%,None,48,CIT,M3,0.08297219181376955,0.0014163877060259442
lac3,21%,None,48,CIT,M4,0.05288038290837147,0.007611059706201431
lac3,21%,None,48,CIT,M5,0.06147753497111016,0.005354639749992924
lac3,21%,None,48,CIT,M6,0.004923453026013078,6.887532348836432e-4
lac3,21%,None,72,CIT,M0,0.5633306758167587,0.0018337531051198506
lac3,21%,None,72,CIT,M1,0.013551089967667993,1.874197867848164e-4
lac3,21%,None,72,CIT,M2,0.28370810611595587,6.906445831960928e-4
lac3,21%,None,72,CIT,M3,0.07540127169937955,1.33998635911306e-4
lac3,21%,None,72,CIT,M4,0.022443251106449066,5.591541197403176e-4
lac3,21%,None,72,CIT,M5,0.03829723345282423,0.002853949898252924
lac3,21%,None,72,CIT,M6,0.001159817609381904,1.9257761421156272e-4
lac3,21%,DMSO,24,CIT,M0,0.43578190095508695,0.004127072036110652
lac3,21%,DMSO,24,CIT,M1,0.022924027002442796,0.0010538621922447059
lac3,21%,DMSO,24,CIT,M2,0.3559023748810051,0.006733515128786809
lac3,21%,DMSO,24,CIT,M3,0.08375396990205247,2.809425561444997e-4
lac3,21%,DMSO,24,CIT,M4,0.05194229974606127,3.0640249906963707e-4
lac3,21%,DMSO,24,CIT,M5,0.05317715315491796,9.619315713602325e-4
lac3,21%,DMSO,24,CIT,M6,0.004951400809458307,3.734917003996641e-4
lac3,21%,DMSO,48,CIT,M0,0.40479340162797905,9.201932175138261e-4
lac3,21%,DMSO,48,CIT,M1,0.020409734721244834,3.8461964061648264e-5
lac3,21%,DMSO,48,CIT,M2,0.36558106010708985,0.005099596021484236
lac3,21%,DMSO,48,CIT,M3,0.0838359881526193,0.002215138067793385
lac3,21%,DMSO,48,CIT,M4,0.056629680397275936,1.8779315323514886e-4
