tracer,oxygen,treatment,time,metabolite,isotope,mean,se
glc6,21%,DMSO,48,3PG,M3,0.9300823231370144,0.0025765140347931447
glc6,21%,DMSO,72,3PG,M0,0.02654223992563775,3.7004596482568923e-4
glc6,21%,DMSO,72,3PG,M1,0,0
glc6,21%,DMSO,72,3PG,M2,0.03008784064085067,3.134555233072419e-4
glc6,21%,DMSO,72,3PG,M3,0.9446352921350032,3.8466937818781854e-5
glc6,21%,BAY,24,3PG,M0,0.04963538996643165,3.8929218136994626e-5
glc6,21%,BAY,24,3PG,M1,0,0
glc6,21%,BAY,24,3PG,M2,0.01995381499170376,1.2080950854139426e-4
glc6,21%,BAY,24,3PG,M3,0.9321889267336129,7.446271773525748e-5
glc6,21%,BAY,48,3PG,M0,0.05703607354122293,0.001969937688775354
glc6,21%,BAY,48,3PG,M1,0,8.346192215206441e-20
glc6,21%,BAY,48,3PG,M2,0.02525231882685288,5.179973013378264e-4
glc6,21%,BAY,48,3PG,M3,0.9198318652133373,0.0010143131076755239
glc6,21%,BAY,72,3PG,M0,0.04603898156344724,0.0013415945422091853
glc6,21%,BAY,72,3PG,M1,0,0
glc6,21%,BAY,72,3PG,M2,0.026653339395692872,2.6704130857563464e-4
glc6,21%,BAY,72,3PG,M3,0.9282173672699937,0.001957270730413001
glc6,0.5%,None,24,3PG,M0,0.11236496862317284,9.097686554229155e-4
glc6,0.5%,None,24,3PG,M1,0,0
glc6,0.5%,None,24,3PG,M2,0.012694554581147795,0.0017583305629951778
glc6,0.5%,None,24,3PG,M3,0.8795985424176387,0.00213366011123306
glc6,0.5%,None,48,3PG,M0,0.08782224783831927,0.0022407318450162646
glc6,0.5%,None,48,3PG,M1,0,0
glc6,0.5%,None,48,3PG,M2,0.02271284599131697,1.4406150362389e-5
glc6,0.5%,None,48,3PG,M3,0.8923675688339137,0.0017642526762084295
glc6,0.5%,None,72,3PG,M0,0.06959741506516777,0.0010337692102229817
glc6,0.5%,None,72,3PG,M1,0,0
glc6,0.5%,None,72,3PG,M2,0.02395732851653369,2.491914777228033e-4
glc6,0.5%,None,72,3PG,M3,0.9119116299036433,0.002843762889822446
lac3,21%,None,24,3PG,M0,0.9713896775151422,6.861753607202424e-4
lac3,21%,None,24,3PG,M1,-6.487163002320769e-20,3.255279923811137e-20
lac3,21%,None,24,3PG,M2,0,0
lac3,21%,None,24,3PG,M3,0.05557899335823786,7.446110181802168e-4
lac3,21%,None,48,3PG,M0,0.9696225857833287,0.002013886483439173
lac3,21%,None,48,3PG,M1,-4.3255019615170925e-20,2.85686025128663e-20
lac3,21%,None,48,3PG,M2,0,0
lac3,21%,None,48,3PG,M3,0.05636180754714408,0.0019267909671914132
lac3,21%,None,72,3PG,M0,0.9798617818560981,0.0010348253625639358
lac3,21%,None,72,3PG,M1,0,0
lac3,21%,None,72,3PG,M2,0,0
lac3,21%,None,72,3PG,M3,0.044731872080895935,0.0012753077931467085
lac3,21%,DMSO,24,3PG,M0,0.9751925848628238,0.0012855812998607708
lac3,21%,DMSO,24,3PG,M1,-6.53407597298453e-20,1.0151263259631325e-22
lac3,21%,DMSO,24,3PG,M2,0,0
lac3,21%,DMSO,24,3PG,M3,0.051943140966710044,0.0012635752125819807
lac3,21%,DMSO,48,3PG,M0,0.9656553304814416,0.0014758096718839647
lac3,21%,DMSO,48,3PG,M1,-6.104442996187015e-19,1.858032048760601e-20
lac3,21%,DMSO,48,3PG,M2,0,0
lac3,21%,DMSO,48,3PG,M3,0.059729688573673057,0.001880719720719713
lac3,21%,DMSO,72,3PG,M0,0.9755343213054686,7.384672033583436e-4
lac3,21%,DMSO,72,3PG,M1,0,0
lac3,21%,DMSO,72,3PG,M2,0,0
lac3,21%,DMSO,72,3PG,M3,0.04850054107311584,2.414249226400378e-4
lac3,21%,BAY,24,3PG,M0,0.9762746206459323,0.0032208036140843484
lac3,21%,BAY,24,3PG,M1,-9.81286133545658e-20,2.6776936317628457e-22
lac3,21%,BAY,24,3PG,M2,0,0
lac3,21%,BAY,24,3PG,M3,0.055190256886022034,0.003493008617431415
lac3,21%,BAY,48,3PG,M0,0.9339212430594416,0.0011807947521150772
lac3,21%,BAY,48,3PG,M1,-7.747635425498721e-20,1.5075076915117964e-20
lac3,21%,BAY,48,3PG,M2,0,0
lac3,21%,BAY,48,3PG,M3,0.09303852376379457,0.001315009472868861
lac3,21%,BAY,72,3PG,M0,0.9430038446097107,1.6155651267202306e-4
lac3,21%,BAY,72,3PG,M1,-8.370788041721208e-20,6.5835724120229e-19
lac3,21%,BAY,72,3PG,M2,0,0
lac3,21%,BAY,72,3PG,M3,0.08512410873440317,4.435852300897908e-4
lac3,0.5%,None,24,3PG,M0,0.9414134248154251,2.5687379142658173e-4
lac3,0.5%,None,24,3PG,M1,-9.435134649240077e-20,2.5744680775562952e-23
lac3,0.5%,None,24,3PG,M2,0,0
lac3,0.5%,None,24,3PG,M3,0.08764515218407132,0.004225468264188447
lac3,0.5%,None,48,3PG,M0,0.9283629924724811,0.0014402512885258183
lac3,0.5%,None,48,3PG,M1,-9.304339205771002e-20,1.443464101719911e-22
lac3,0.5%,None,48,3PG,M2,0,0
lac3,0.5%,None,48,3PG,M3,0.09849667419144181,4.557021863031279e-4
lac3,0.5%,None,72,3PG,M0,0.935337972479896,0.002065019776158844
lac3,0.5%,None,72,3PG,M1,-9.369404807605048e-20,3.485305069079717e-22
lac3,0.5%,None,72,3PG,M2,0,0
lac3,0.5%,None,72,3PG,M3,0.08913608691497903,4.0594126710953577e-4
q5,21%,None,24,3PG,M0,1,0
q5,21%,None,24,3PG,M1,1.927470528863119e-19,1.9274705288631191e-19
q5,21%,None,24,3PG,M2,-9.359160566728759e-24,9.359160566728759e-24
q5,21%,None,24,3PG,M3,0,0
q5,21%,None,48,3PG,M0,1,0
q5,21%,None,48,3PG,M1,0,0
q5,21%,None,48,3PG,M2,-5.995294359146231e-23,3.0013116359988695e-23
q5,21%,None,48,3PG,M3,0,0
q5,21%,None,72,3PG,M0,1,0
q5,21%,None,72,3PG,M1,0,0
q5,21%,None,72,3PG,M2,-6.262563295258198e-23,3.1314492293819185e-23
q5,21%,None,72,3PG,M3,0,0
q5,21%,DMSO,24,3PG,M0,1,0
q5,21%,DMSO,24,3PG,M1,-2.8912057932946783e-19,2.8912057932946783e-19
q5,21%,DMSO,24,3PG,M2,-7.629884493870962e-23,1.787570090787453e-23
q5,21%,DMSO,24,3PG,M3,0,0
q5,21%,DMSO,48,3PG,M0,1,0
q5,21%,DMSO,48,3PG,M1,0,0
q5,21%,DMSO,48,3PG,M2,-9.349358992514739e-23,9.383987802976146e-25
q5,21%,DMSO,48,3PG,M3,0,0
q5,21%,DMSO,72,3PG,M0,1,0
q5,21%,DMSO,72,3PG,M1,0,0
q5,21%,DMSO,72,3PG,M2,-9.118756833051966e-23,2.579246236113672e-24
q5,21%,DMSO,72,3PG,M3,0,0
q5,21%,BAY,24,3PG,M0,1,0
q5,21%,BAY,24,3PG,M1,-5.782411586589357e-19,5.782411586589357e-19
q5,21%,BAY,24,3PG,M2,2.8910642500559844e-19,2.891347336533372e-19
q5,21%,BAY,24,3PG,M3,0,0
q5,21%,BAY,48,3PG,M0,1,0
q5,21%,BAY,48,3PG,M1,0,0
q5,21%,BAY,48,3PG,M2,2.8907702485062895e-19,2.8910732656824586e-19
q5,21%,BAY,48,3PG,M3,0,0
q5,21%,BAY,72,3PG,M0,1,0
q5,21%,BAY,72,3PG,M1,0,0
q5,21%,BAY,72,3PG,M2,-4.2915373392921636e-23,1.4449387999523957e-23
q5,21%,BAY,72,3PG,M3,0,0
q5,0.5%,None,24,3PG,M0,1,0
q5,0.5%,None,24,3PG,M1,0,0
q5,0.5%,None,24,3PG,M2,7.709882115452476e-19,5.099607678777958e-19
q5,0.5%,None,24,3PG,M3,0,0
q5,0.5%,None,48,3PG,M0,1,0
q5,0.5%,None,48,3PG,M1,0,0
q5,0.5%,None,48,3PG,M2,-9.612816801806776e-24,9.612816801806776e-24
q5,0.5%,None,48,3PG,M3,0,0
q5,0.5%,None,72,3PG,M0,1,0
q5,0.5%,None,72,3PG,M1,0,0
q5,0.5%,None,72,3PG,M2,9.637352644315595e-19,1.9274705288631191e-19
q5,0.5%,None,72,3PG,M3,0,0
glc2,21%,None,24,AKG,M0,0.8052055940313353,0.008338998310687903
glc2,21%,None,24,AKG,M1,0.025025231314153844,0.001037961622234053
glc2,21%,None,24,AKG,M2,0.13788864341468357,0.005138469483538816
glc2,21%,None,24,AKG,M3,0.012544446681603158,9.166486898978459e-4
glc2,21%,None,24,AKG,M4,0.01644162036887756,0.0015004416955497933
glc2,21%,None,24,AKG,M5,0.0028944641893464684,7.346806425191633e-4
glc2,21%,None,48,AKG,M0,0.7212058253583377,0.008734043786428135
glc2,21%,None,48,AKG,M1,0.03367072295877196,5.130422807996199e-4
glc2,21%,None,48,AKG,M2,0.18413825235987363,0.005109656034833959
glc2,21%,None,48,AKG,M3,0.024349789363442245,0.0010644879954000053
glc2,21%,None,48,AKG,M4,0.03155353024794992,0.0017575567187112732
glc2,21%,None,48,AKG,M5,0.004156589892466056,2.2020576286312422e-4
glc2,21%,None,72,AKG,M0,0.7139943160226103,0.005899472593152656
glc2,21%,None,72,AKG,M1,0.03202537813537805,1.4170672448979353e-4
glc2,21%,None,72,AKG,M2,0.1837948579683766,0.0019908470896917584
glc2,21%,None,72,AKG,M3,0.025533992336334393,8.039580493135099e-4
glc2,21%,None,72,AKG,M4,0.03574741043213829,4.8808082755975597e-4
glc2,21%,None,72,AKG,M5,0.004290212608382682,2.1436060345803148e-4
glc2,21%,DMSO,24,AKG,M0,0.7969121386016977,0.003899135426364497
glc2,21%,DMSO,24,AKG,M1,0.025830133448867747,0.0016766616594795535
glc2,21%,DMSO,24,AKG,M2,0.14527496719393196,0.0011581451044705426
glc2,21%,DMSO,24,AKG,M3,0.012501488543531347,0.0010792028659785081
glc2,21%,DMSO,24,AKG,M4,0.017421083604211476,6.309942895514671e-4
glc2,21%,DMSO,24,AKG,M5,0.0020601886077593595,6.458684931156234e-4
glc2,21%,DMSO,48,AKG,M0,0.7045700702609203,0.0028293759973154198
glc2,21%,DMSO,48,AKG,M1,0.038427777396064955,8.365854731129731e-5
glc2,21%,DMSO,48,AKG,M2,0.1931669849145369,4.261691023287051e-4
glc2,21%,DMSO,48,AKG,M3,0.026587044313442686,6.882180389310588e-4
glc2,21%,DMSO,48,AKG,M4,0.03277814377417061,9.9565072778425e-4
glc2,21%,DMSO,48,AKG,M5,0.004469979340864398,6.356795809599959e-4
glc2,21%,DMSO,72,AKG,M0,0.6719318094036408,0.005651250168921817
glc2,21%,DMSO,72,AKG,M1,0.03732417029295641,1.6163882532108792e-4
glc2,21%,DMSO,72,AKG,M2,0.2103930418492415,0.0034007765353963465
glc2,21%,DMSO,72,AKG,M3,0.0300319070824404,0.0010774967514564186
glc2,21%,DMSO,72,AKG,M4,0.04511438863434662,0.0012947687448453295
glc2,21%,DMSO,72,AKG,M5,0.005204682737374032,3.984696254483904e-5
glc2,21%,BAY,24,AKG,M0,0.8073492302581246,0.0016393184803427108
glc2,21%,BAY,24,AKG,M1,0.00688286016624827,7.069874690668631e-4
glc2,21%,BAY,24,AKG,M2,0.1561064230464798,2.5742140404849674e-6
glc2,21%,BAY,24,AKG,M3,0.0036182376883218442,7.581433780529489e-4
glc2,21%,BAY,24,AKG,M4,0.02502874295143019,1.348873711747873e-4
glc2,21%,BAY,24,AKG,M5,0.0011057197954641794,2.15286884288195e-4
glc2,21%,BAY,48,AKG,M0,0.7651156915493422,0.012752266074513963
glc2,21%,BAY,48,AKG,M1,0.007050841905984104,5.034413558020821e-4
glc2,21%,BAY,48,AKG,M2,0.18073939245329423,0.009832842560959051
glc2,21%,BAY,48,AKG,M3,0.005659995925788789,7.293451835743291e-4
glc2,21%,BAY,48,AKG,M4,0.039359581250228176,0.0020858578863015807
glc2,21%,BAY,48,AKG,M5,0.0020744969153624324,3.9922091212314957e-4
glc2,21%,BAY,72,AKG,M0,0.749312854934677,0.01702453515961161
glc2,21%,BAY,72,AKG,M1,0.00765765241124217,0.0011049490985458672
glc2,21%,BAY,72,AKG,M2,0.18887964107086794,0.012690491382261748
glc2,21%,BAY,72,AKG,M3,0.006247762150221769,3.6068095338396677e-4
glc2,21%,BAY,72,AKG,M4,0.04617527947563557,0.002995651848831476
glc2,21%,BAY,72,AKG,M5,0.0017268099573553293,1.2723812341141022e-4
glc2,0.5%,None,24,AKG,M0,0.801464457160048,0.0013972391339799883
glc2,0.5%,None,24,AKG,M1,0.015277186579817062,0.001810768141005497
glc2,0.5%,None,24,AKG,M2,0.1504394686188053,6.60885156167315e-4
glc2,0.5%,None,24,AKG,M3,0.009238038620395492,1.3713002601424551e-5
glc2,0.5%,None,24,AKG,M4,0.01959776597014157,5.259110714867231e-4
glc2,0.5%,None,24,AKG,M5,0.0022516419805274687,9.329477450691461e-4
glc2,0.5%,None,48,AKG,M0,0.7643454773923575,0.0018240102329607985
glc2,0.5%,None,48,AKG,M1,0.019011545415802963,6.444873300473895e-4
glc2,0.5%,None,48,AKG,M2,0.1710020217475588,0.0015303896146962133
glc2,0.5%,None,48,AKG,M3,0.013863825617766789,5.204385630543178e-4
glc2,0.5%,None,48,AKG,M4,0.03007527621149854,0.0014972634215503892
glc2,0.5%,None,48,AKG,M5,0.0034455167775472913,6.968163354814778e-4
glc2,0.5%,None,72,AKG,M0,0.724261942579481,0.008131963691320633
glc2,0.5%,None,72,AKG,M1,0.02009175593612521,0.0010367471000097312
glc2,0.5%,None,72,AKG,M2,0.1885396529664929,0.0017974945605356866
glc2,0.5%,None,72,AKG,M3,0.016029683504258846,4.3152048265709367e-4
glc2,0.5%,None,72,AKG,M4,0.040610862644147025,0.001935683991287273
glc2,0.5%,None,72,AKG,M5,0.003917652939485299,4.645004671673487e-4
glc6,21%,None,24,AKG,M0,0.6940751908929803,0.002651463893517447
glc6,21%,None,24,AKG,M1,0.015546892616541609,7.973651467344573e-5
glc6,21%,None,24,AKG,M2,0.17428390130201663,0.003976782290618813
glc6,21%,None,24,AKG,M3,0.0380980563474405,2.9859015949684417e-4
glc6,21%,None,24,AKG,M4,0.039885817084154486,0.0030403482047759115
glc6,21%,None,24,AKG,M5,0.03217988683528111,0.0021507683300761578
glc6,21%,None,48,AKG,M0,0.7220453234825541,0.006121717308012988
glc6,21%,None,48,AKG,M1,0.008694289481262064,1.9289730630240622e-4
glc6,21%,None,48,AKG,M2,0.15028952956392785,0.005180388664399507
glc6,21%,None,48,AKG,M3,0.029166866830267545,0.0011224069670410523
glc6,21%,None,48,AKG,M4,0.05190555775907901,3.314578801583319e-4
glc6,21%,None,48,AKG,M5,0.04136236489509144,9.884606643949244e-5
glc6,21%,None,72,AKG,M0,0.8020929154745228,0.009510518206858923
glc6,21%,None,72,AKG,M1,0.004439806103903535,1.273848995066352e-4
glc6,21%,None,72,AKG,M2,0.10139170580741244,0.0037122799453416107
glc6,21%,None,72,AKG,M3,0.015726740719175313,8.36521260711171e-5
glc6,21%,None,72,AKG,M4,0.04107451850835667,0.00320231782833528
glc6,21%,None,72,AKG,M5,0.03247143025700079,7.080290896901431e-4
glc6,21%,DMSO,24,AKG,M0,0.7113227162086241,0.009301725427165865
glc6,21%,DMSO,24,AKG,M1,0.016336651423560673,4.241658823467223e-4
glc6,21%,DMSO,24,AKG,M2,0.1681263937375163,0.004118302284799556
glc6,21%,DMSO,24,AKG,M3,0.03570751640749892,0.0028480040430315184
glc6,21%,DMSO,24,AKG,M4,0.03788617928965674,0.001411845473749637
glc6,21%,DMSO,24,AKG,M5,0.030851396544488225,2.8746686379962563e-4
glc6,21%,DMSO,48,AKG,M0,0.6882548920386653,1.5166000937250068e-4
glc6,21%,DMSO,48,AKG,M1,0.009383451786964795,7.840699960543928e-4
glc6,21%,DMSO,48,AKG,M2,0.1626160405433551,0.0010149329784399364
glc6,21%,DMSO,48,AKG,M3,0.03571025279637845,5.082823785876322e-6
glc6,21%,DMSO,48,AKG,M4,0.05483139272454573,0.0017708475862287935
glc6,21%,DMSO,48,AKG,M5,0.0452916387703984,1.2712128198099496e-4
glc6,21%,DMSO,72,AKG,M0,0.7685509783504825,0.0029815098535073137
glc6,21%,DMSO,72,AKG,M1,0.005079344420601784,1.935749185266126e-6
glc6,21%,DMSO,72,AKG,M2,0.11260271968179296,0.0024502090839932287
glc6,21%,DMSO,72,AKG,M3,0.019511900584235128,8.133312338277423e-4
glc6,21%,DMSO,72,AKG,M4,0.04471008938272231,0.001900579254371706
glc6,21%,DMSO,72,AKG,M5,0.04155867672838147,0.0038574507435669802
glc6,21%,BAY,24,AKG,M0,0.6409503951807402,0.01213215950972671
glc6,21%,BAY,24,AKG,M1,0.008637726808542535,2.0826015243173047e-4
glc6,21%,BAY,24,AKG,M2,0.18435231208179795,0.006828079976200024
glc6,21%,BAY,24,AKG,M3,0.045065169294006856,0.0029151123137243426
glc6,21%,BAY,24,AKG,M4,0.065489589324389,9.560752250758058e-4
glc6,21%,BAY,24,AKG,M5,0.057414539815137486,0.0022712712028650347
glc6,21%,BAY,48,AKG,M0,0.5686615336769193,0.016215770678081484
glc6,21%,BAY,48,AKG,M1,0.005059916546516458,0.0013131626232693661
glc6,21%,BAY,48,AKG,M2,0.17677054243087706,0.002730943303414113
glc6,21%,BAY,48,AKG,M3,0.04600066002451009,0.0023889347093163727
glc6,21%,BAY,48,AKG,M4,0.10788984420251507,0.0011445552323276
glc6,21%,BAY,48,AKG,M5,0.09067215984277087,0.0018464463196361898
glc6,21%,BAY,72,AKG,M0,0.6270793584606258,0.00144734412073394
glc6,21%,BAY,72,AKG,M1,0.002866462887203763,5.442360536914593e-5
glc6,21%,BAY,72,AKG,M2,0.14653731056209304,0.010709375382306496
glc6,21%,BAY,72,AKG,M3,0.033628747232345685,0.0024201331694037273
glc6,21%,BAY,72,AKG,M4,0.09881026107821302,0.006405665982038279
glc6,21%,BAY,72,AKG,M5,0.10549989820048708,0.0116688283255152
glc6,0.5%,None,24,AKG,M0,0.6724404127095813,0.005464296407926971
glc6,0.5%,None,24,AKG,M1,0.012664252585807022,7.996699840936896e-5
glc6,0.5%,None,24,AKG,M2,0.1796188369736516,0.005434645633582075
glc6,0.5%,None,24,AKG,M3,0.043667806693105465,0.0026747235696848496
glc6,0.5%,None,24,AKG,M4,0.04394008960608979,5.224642934744776e-4
glc6,0.5%,None,24,AKG,M5,0.041278183930900963,1.6041116560991386e-5
glc6,0.5%,None,48,AKG,M0,0.6420591953186755,0.010650590363048012
glc6,0.5%,None,48,AKG,M1,0.007845571567804778,0.0012483515636286758
glc6,0.5%,None,48,AKG,M2,0.1688895332118948,0.008553101846038462
glc6,0.5%,None,48,AKG,M3,0.0402761784338179,0.003634528165090125
glc6,0.5%,None,48,AKG,M4,0.06641751046635389,2.475331678208556e-4
glc6,0.5%,None,48,AKG,M5,0.0556882466714187,0.0012402655921755351
glc6,0.5%,None,72,AKG,M0,0.7480861237608786,0.006045214488578976
glc6,0.5%,None,72,AKG,M1,0.0034129979631854586,0.0011307903109151612
glc6,0.5%,None,72,AKG,M2,0.11117873729077377,0.004121446426135579
glc6,0.5%,None,72,AKG,M3,0.02315454991400305,4.551671735522292e-4
glc6,0.5%,None,72,AKG,M4,0.05896309673466828,5.51004370264306e-4
glc6,0.5%,None,72,AKG,M5,0.059338310125255395,0.003580484062877494
lac3,21%,None,24,AKG,M0,0.7587754580198898,0.002691904486382845
lac3,21%,None,24,AKG,M1,0.019208347323727233,0.0013904155871669428
lac3,21%,None,24,AKG,M2,0.14954871686020843,9.427228166900419e-4
lac3,21%,None,24,AKG,M3,0.028585322348592387,1.2060650391509074e-4
lac3,21%,None,24,AKG,M4,0.02678770877191141,0.0014476304637179268
lac3,21%,None,24,AKG,M5,0.0175503197762129,1.508196410020795e-4
lac3,21%,None,48,AKG,M0,0.7989927645425288,0.002015208757542852
lac3,21%,None,48,AKG,M1,0.014527411448620558,3.368709908839343e-4
lac3,21%,None,48,AKG,M2,0.12822326200258866,6.066214738224135e-4
lac3,21%,None,48,AKG,M3,0.0234395773689322,1.7202463029439112e-4
lac3,21%,None,48,AKG,M4,0.020450397621917714,2.4172821386380693e-4
lac3,21%,None,48,AKG,M5,0.01218464613044499,1.7272193908389463e-4
lac3,21%,None,72,AKG,M0,0.8956680853910974,4.407272900880388e-5
lac3,21%,None,72,AKG,M1,0.00718701853183243,2.946800520901178e-4
lac3,21%,None,72,AKG,M2,0.06978432990716801,6.46067571721367e-4
lac3,21%,None,72,AKG,M3,0.01289619888923278,3.840473785824074e-4
lac3,21%,None,72,AKG,M4,0.009196036189758233,4.68387826331903e-4
lac3,21%,None,72,AKG,M5,0.006735702509074541,1.7261192994755107e-4
lac3,21%,DMSO,24,AKG,M0,0.7579951316411251,0.010457223550273925
lac3,21%,DMSO,24,AKG,M1,0.017632693232477403,1.999215015556655e-4
lac3,21%,DMSO,24,AKG,M2,0.14877837474901415,0.006948453042711847
lac3,21%,DMSO,24,AKG,M3,0.028312263339543123,0.0018592779990777954
lac3,21%,DMSO,24,AKG,M4,0.027455311918356855,0.002022521716833735
lac3,21%,DMSO,24,AKG,M5,0.01885448150357584,8.934878873154202e-4
lac3,21%,DMSO,48,AKG,M0,0.7897632624034144,0.006715785996714235
lac3,21%,DMSO,48,AKG,M1,0.014493018394148781,3.4536914409308853e-4
lac3,21%,DMSO,48,AKG,M2,0.13284551439768807,0.003670752258823453
lac3,21%,DMSO,48,AKG,M3,0.0257371882599466,7.669547023049306e-4
lac3,21%,DMSO,48,AKG,M4,0.021946997497068944,7.44643449826175e-4
lac3,21%,DMSO,48,AKG,M5,0.015214019047733073,0.0020851101181932966
lac3,21%,DMSO,72,AKG,M0,0.8825360696798898,0.0018580696065683688
lac3,21%,DMSO,72,AKG,M1,0.008063853546475257,5.088896492244438e-4
lac3,21%,DMSO,72,AKG,M2,0.07780816421664519,0.0012114704912641328
lac3,21%,DMSO,72,AKG,M3,0.014157811640922753,2.4389119554469801e-4
lac3,21%,DMSO,72,AKG,M4,0.011575351022207261,7.045326691258204e-4
lac3,21%,DMSO,72,AKG,M5,0.006975271879108565,6.927509183382412e-5
lac3,21%,BAY,24,AKG,M0,0.7075782010054292,6.901776320962226e-4
lac3,21%,BAY,24,AKG,M1,0.009587816202423141,0.0015999134389359743
lac3,21%,BAY,24,AKG,M2,0.16150562225271686,8.837039478510472e-4
lac3,21%,BAY,24,AKG,M3,0.038520859593240336,5.472729431991208e-4
lac3,21%,BAY,24,AKG,M4,0.04444265684888368,0.0011032582949222975
lac3,21%,BAY,24,AKG,M5,0.039476456932379556,0.002317453196490941
lac3,21%,BAY,48,AKG,M0,0.6737114236150672,0.0037013376953132222
lac3,21%,BAY,48,AKG,M1,0.006368932964917286,9.456215490491542e-4
lac3,21%,BAY,48,AKG,M2,0.18481966932012375,0.008595675220010247
lac3,21%,BAY,48,AKG,M3,0.04506899309169841,0.002256832268571975
lac3,21%,BAY,48,AKG,M4,0.050668578092337824,3.5215988771786216e-4
