tracer,oxygen,treatment,time,metabolite,isotope,mean,se
lac3,21%,None,12,ALA,M3,0.19015276548811258,0.0045847615606055036
lac3,21%,None,24,ALA,M0,0.7074206369324096,0.03041846765040198
lac3,21%,None,24,ALA,M1,0.004705872055021974,0.0023874730935867605
lac3,21%,None,24,ALA,M2,0.0037020956413223415,3.761199135279062e-4
lac3,21%,None,24,ALA,M3,0.2492350548443131,0.005331020200131531
lac3,21%,None,36,ALA,M0,0.7220231265217132,0.0058783201889194975
lac3,21%,None,36,ALA,M1,0.00930752892086396,0.0034707249286845157
lac3,21%,None,36,ALA,M2,0.004701792391683934,3.520930033526205e-4
lac3,21%,None,36,ALA,M3,0.2667325761661384,0.0050161866888372006
lac3,21%,None,48,ALA,M0,0.7031235326323785,0.00929441663200448
lac3,21%,None,48,ALA,M1,0.00798162340212871,0.0034050221284926256
lac3,21%,None,48,ALA,M2,0.0053764068057785925,1.794605821058912e-4
lac3,21%,None,48,ALA,M3,0.2872550855741218,0.006220313446709602
lac3,0.5%,None,12,ALA,M0,0.8154747715782783,0.01407857085071785
lac3,0.5%,None,12,ALA,M1,0.010634964493169512,0.0012612605868110073
lac3,0.5%,None,12,ALA,M2,0.0010008328029399354,2.619505775593637e-4
lac3,0.5%,None,12,ALA,M3,0.19723908471119012,0.024102612987929994
lac3,0.5%,None,24,ALA,M0,0.7595927783851311,0.05097866547572378
lac3,0.5%,None,24,ALA,M1,0.002747227025323176,0.0011301786070486925
lac3,0.5%,None,24,ALA,M2,0.0029049162465793928,0.0012377543646574448
lac3,0.5%,None,24,ALA,M3,0.2377892645297624,0.046416012098046654
lac3,0.5%,None,36,ALA,M0,0.7026125164610455,0.03648616835477508
lac3,0.5%,None,36,ALA,M1,0.0053267889947065505,0.0030253041662747534
lac3,0.5%,None,36,ALA,M2,0.004095827872972397,5.175864665615776e-4
lac3,0.5%,None,36,ALA,M3,0.2878156687037943,0.03638907891926445
lac3,0.5%,None,48,ALA,M0,0.5742339982968131,0.07573343664251381
lac3,0.5%,None,48,ALA,M1,0.0085200998650226591,0.005006978736820521
lac3,0.5%,None,48,ALA,M2,0.007949114137097434,0.0023650298554443215
lac3,0.5%,None,48,ALA,M3,0.41615340679082696,0.08099365277229131
q5,21%,None,12,ALA,M0,0.9924090251581051,0.00457619027936916
q5,21%,None,12,ALA,M1,0.0066745839941322795,0.0041794808796380934
q5,21%,None,12,ALA,M2,0,0
q5,21%,None,12,ALA,M3,0.003305232829054977,1.4795794228789807e-4
q5,21%,None,24,ALA,M0,0.9886157175323368,0.005601525359219417
q5,21%,None,24,ALA,M1,0.008739876530625202,0.004543482481339353
q5,21%,None,24,ALA,M2,7.71768748239165e-6,7.71768748239165e-6
q5,21%,None,24,ALA,M3,0.004842952503166174,8.147539440430169e-4
q5,21%,None,36,ALA,M0,0.9865737723038522,0.004084552702431301
q5,21%,None,36,ALA,M1,0.006223932443552753,0.0036303605025787638
q5,21%,None,36,ALA,M2,4.535221826449778e-6,2.6644457277935795e-6
q5,21%,None,36,ALA,M3,0.006084893322899715,9.846865856389514e-4
q5,21%,None,48,ALA,M0,0.9863044619636264,0.005782348114728525
q5,21%,None,48,ALA,M1,0.0077925846673529645,0.0048443004032774975
q5,21%,None,48,ALA,M2,6.480075289463366e-5,3.296836903372699e-5
q5,21%,None,48,ALA,M3,0.007980501172720013,5.336227444125896e-4
q5,0.5%,None,12,ALA,M0,0.9893354879369918,0.0061001135273728
q5,0.5%,None,12,ALA,M1,0.010378442400744984,0.006006123828848006
q5,0.5%,None,12,ALA,M2,0,0
q5,0.5%,None,12,ALA,M3,0.0011102092698355582,4.998685411293544e-5
q5,0.5%,None,24,ALA,M0,0.9969639799995251,0.0017541792465567815
q5,0.5%,None,24,ALA,M1,0.0025943852831758255,0.0015176739247576697
q5,0.5%,None,24,ALA,M2,-6.5643269839111705e-24,6.564326983911171e-24
q5,0.5%,None,24,ALA,M3,0.002305756352424107,6.64690333745816e-4
q5,0.5%,None,36,ALA,M0,0.9899091193366875,0.004888485124658958
q5,0.5%,None,36,ALA,M1,0.008793367144698383,0.004457310106212321
q5,0.5%,None,36,ALA,M2,-5.180048917900179e-23,5.180048917900179e-23
q5,0.5%,None,36,ALA,M3,0.002082630109858051,2.5892255625660184e-4
q5,0.5%,None,48,ALA,M0,0.8154533576825856,0.10188991849578077
q5,0.5%,None,48,ALA,M1,0.011673334557053402,0.004987651470220177
q5,0.5%,None,48,ALA,M2,0.004690186929663997,0.0046901869296639975
q5,0.5%,None,48,ALA,M3,0.003216888857695335,9.355500211049751e-4
glc2,21%,None,12,ASP,M0,0.9281878131613811,0.003898883117125906
glc2,21%,None,12,ASP,M1,0.008331250407085801,1.4444395360331362e-4
glc2,21%,None,12,ASP,M2,0.06226996873102087,0.0033777060818205493
glc2,21%,None,12,ASP,M3,8.913220972781542e-4,1.2411567264879365e-4
glc2,21%,None,12,ASP,M4,6.844777445045147e-4,1.273677788236003e-4
glc2,21%,None,24,ASP,M0,0.9036290057942358,0.002075484288709608
glc2,21%,None,24,ASP,M1,0.010489304837108446,4.18725195409648e-4
glc2,21%,None,24,ASP,M2,0.08279350112702663,0.0019381543431806374
glc2,21%,None,24,ASP,M3,0.00200145758010547,9.962912766998285e-5
glc2,21%,None,24,ASP,M4,0.0014034225642407055,6.556842529840894e-5
glc2,21%,None,36,ASP,M0,0.8843114477727001,0.0039550247463677555
glc2,21%,None,36,ASP,M1,0.01192481600731651,7.228045923684985e-4
glc2,21%,None,36,ASP,M2,0.09824589903705627,0.0030603314099277856
glc2,21%,None,36,ASP,M3,0.003368404731459471,3.4592740977755746e-5
glc2,21%,None,36,ASP,M4,0.0023468451084831636,1.6296156761522627e-4
glc2,21%,None,48,ASP,M0,0.8793001424136682,0.0032771406828887464
glc2,21%,None,48,ASP,M1,0.01264348561988515,6.961324831838729e-4
glc2,21%,None,48,ASP,M2,0.10218968740750566,0.0020368027725900495
glc2,21%,None,48,ASP,M3,0.003881952984599867,3.5209012894749596e-4
glc2,21%,None,48,ASP,M4,0.0026694546220223125,1.329688101166043e-4
glc2,0.5%,None,12,ASP,M0,0.9322599573371472,0.0031783731658642147
glc2,0.5%,None,12,ASP,M1,0.004391130714856701,1.3623713993268397e-4
glc2,0.5%,None,12,ASP,M2,0.0637011375758989,0.0029034543141630838
glc2,0.5%,None,12,ASP,M3,1.1157787236241388e-4,3.497075583245669e-5
glc2,0.5%,None,12,ASP,M4,0,0
glc2,0.5%,None,24,ASP,M0,0.9256663170223471,0.0018451597387711216
glc2,0.5%,None,24,ASP,M1,0.004258740576922241,3.128951978012859e-4
glc2,0.5%,None,24,ASP,M2,0.06992287373618036,0.002062690886925898
glc2,0.5%,None,24,ASP,M3,1.9404568942195526e-4,9.275124069518681e-5
glc2,0.5%,None,24,ASP,M4,2.4613803871607487e-5,2.219478985098914e-5
glc2,0.5%,None,36,ASP,M0,0.9269697908777584,6.153884764685835e-4
glc2,0.5%,None,36,ASP,M1,0.004260030149332597,7.728468523648916e-5
glc2,0.5%,None,36,ASP,M2,0.06841477957862269,8.247854195355983e-4
glc2,0.5%,None,36,ASP,M3,2.9194780232996953e-4,3.782560263502285e-5
glc2,0.5%,None,36,ASP,M4,1.1250307098444685e-4,6.889709291833623e-5
glc2,0.5%,None,48,ASP,M0,0.9302075517242355,0.002627683615694891
glc2,0.5%,None,48,ASP,M1,0.004511248531787641,6.534846886509552e-5
glc2,0.5%,None,48,ASP,M2,0.06521964184035707,0.0025924489913988877
glc2,0.5%,None,48,ASP,M3,1.6856731965225435e-4,2.3024312667836566e-5
glc2,0.5%,None,48,ASP,M4,1.232415735346372e-5,8.903917154248336e-6
glc6,21%,None,12,ASP,M0,0.8460747004133888,0.0075344294362138355
glc6,21%,None,12,ASP,M1,0.007919731969067468,5.68240165218708e-4
glc6,21%,None,12,ASP,M2,0.04687720616367942,0.0025181311553375543
glc6,21%,None,12,ASP,M3,0.09383323300412352,0.004515910104824144
glc6,21%,None,12,ASP,M4,0.005295128449740655,4.7741061533365116e-4
glc6,21%,None,24,ASP,M0,0.803878500702568,0.0032883607734893365
glc6,21%,None,24,ASP,M1,0.008841592579258418,1.9978925560871466e-4
glc6,21%,None,24,ASP,M2,0.06523848435036628,9.69442563464852e-4
glc6,21%,None,24,ASP,M3,0.11499254603635667,0.003604433564942735
glc6,21%,None,24,ASP,M4,0.009483987646236987,1.2480878954167557e-4
glc6,21%,None,36,ASP,M0,0.767221431150034,0.0050743083350583305
glc6,21%,None,36,ASP,M1,0.00962161287517863,1.5518857638087947e-4
glc6,21%,None,36,ASP,M2,0.08208464733519936,0.0011274009883168944
glc6,21%,None,36,ASP,M3,0.12509581376417445,6.895776671162196e-4
glc6,21%,None,36,ASP,M4,0.01380589107648156,1.6587898837752392e-4
glc6,21%,None,48,ASP,M0,0.7571030989699459,0.0143174012791793
glc6,21%,None,48,ASP,M1,0.008885039521345263,4.45947746018723e-4
glc6,21%,None,48,ASP,M2,0.08287316097815159,0.004647505339290489
glc6,21%,None,48,ASP,M3,0.12645738033014362,0.004963174748901481
glc6,21%,None,48,ASP,M4,0.016300835916936717,0.0012631965213350362
glc6,0.5%,None,12,ASP,M0,0.8492249538604191,0.005694474682150985
glc6,0.5%,None,12,ASP,M1,0.002996314359603938,1.7580150833994404e-4
glc6,0.5%,None,12,ASP,M2,0.019501899201295143,0.0013586805878479389
glc6,0.5%,None,12,ASP,M3,0.12581927334270393,0.0050780691381205134
glc6,0.5%,None,12,ASP,M4,0.002015175663294687,6.422072562531277e-5
glc6,0.5%,None,24,ASP,M0,0.8436090202922767,0.004266251598903731
glc6,0.5%,None,24,ASP,M1,0.0037824064840235126,8.745148589641403e-4
glc6,0.5%,None,24,ASP,M2,0.02096437722295657,0.0018713732220636194
glc6,0.5%,None,24,ASP,M3,0.1314334743581024,0.0036011502406252246
glc6,0.5%,None,24,ASP,M4,0.0028536973102035903,1.9339794212384386e-4
glc6,0.5%,None,36,ASP,M0,0.8411477838320119,0.002555002545633879
glc6,0.5%,None,36,ASP,M1,0.0031375784436617612,3.069331800605622e-4
glc6,0.5%,None,36,ASP,M2,0.02128106299556477,0.001717923899992123
glc6,0.5%,None,36,ASP,M3,0.13162673355658702,0.004652717026950717
glc6,0.5%,None,36,ASP,M4,0.002806841172174534,3.249047290296595e-4
glc6,0.5%,None,48,ASP,M0,0.8571324156217015,0.002064314107699082
glc6,0.5%,None,48,ASP,M1,0.002653134925453735,1.9180906982307677e-4
glc6,0.5%,None,48,ASP,M2,0.018222855545887758,0.0010562700742247312
glc6,0.5%,None,48,ASP,M3,0.11977828729918608,0.00318040012467396
glc6,0.5%,None,48,ASP,M4,0.0022133066077709767,1.4957652464793375e-4
lac3,21%,None,12,ASP,M0,0.888866492507748,0.0017670510092796534
lac3,21%,None,12,ASP,M1,0.006639957047133528,3.5300032503096185e-4
lac3,21%,None,12,ASP,M2,0.03369934185361321,0.0011999017339250871
lac3,21%,None,12,ASP,M3,0.06033103081027834,0.0038091068892883604
lac3,21%,None,12,ASP,M4,0.002950091479593795,2.0805705878569435e-4
lac3,21%,None,24,ASP,M0,0.873735649341165,6.691029394702083e-4
lac3,21%,None,24,ASP,M1,0.008482118271167684,3.306854606279758e-5
lac3,21%,None,24,ASP,M2,0.04786783644379583,7.274377200724176e-4
lac3,21%,None,24,ASP,M3,0.06546052828509236,8.846882158138722e-4
lac3,21%,None,24,ASP,M4,0.004336139228753299,1.825118475031088e-4
lac3,21%,None,36,ASP,M0,0.8777260270419502,0.002289183187162828
lac3,21%,None,36,ASP,M1,0.00944051502715659,2.3655078064290433e-4
lac3,21%,None,36,ASP,M2,0.049852292344759824,0.001106100546974214
lac3,21%,None,36,ASP,M3,0.06024959663651813,0.0015042505553593665
lac3,21%,None,36,ASP,M4,0.004047042928548502,2.54480366684755e-4
lac3,21%,None,48,ASP,M0,0.878584887936813,0.00423869337689978
lac3,21%,None,48,ASP,M1,0.010226884101927786,1.401364330008813e-4
lac3,21%,None,48,ASP,M2,0.04898353169420978,9.61496807279752e-4
lac3,21%,None,48,ASP,M3,0.05738665083433043,0.0010868664856791676
lac3,21%,None,48,ASP,M4,0.003539281994142158,2.1903438830416007e-4
lac3,0.5%,None,12,ASP,M0,0.9023365659253277,5.221763830628173e-4
lac3,0.5%,None,12,ASP,M1,0.00323241445882873,5.457846628917196e-4
lac3,0.5%,None,12,ASP,M2,0.015895638997640196,0.0017634591558515608
lac3,0.5%,None,12,ASP,M3,0.07764359092002125,0.0014600161859579417
lac3,0.5%,None,12,ASP,M4,0.0016452127500807855,2.5036603680892605e-4
lac3,0.5%,None,24,ASP,M0,0.9197115673934538,0.00955204915637698
lac3,0.5%,None,24,ASP,M1,0.0028704444629911036,2.5620293549261466e-4
lac3,0.5%,None,24,ASP,M2,0.012021860274503426,0.0032047126271382387
lac3,0.5%,None,24,ASP,M3,0.07109392170761336,0.00835487324586465
lac3,0.5%,None,24,ASP,M4,0.0014929338857074398,3.3301812111606274e-4
lac3,0.5%,None,36,ASP,M0,0.9310615882395857,0.001981876116394968
lac3,0.5%,None,36,ASP,M1,0.002540083876980556,2.5308478359369627e-4
lac3,0.5%,None,36,ASP,M2,0.010244044620516528,0.0019989114375593333
lac3,0.5%,None,36,ASP,M3,0.05516022705211081,0.0013521109859725906
lac3,0.5%,None,36,ASP,M4,9.940562108063087e-4,1.9462994414631209e-4
lac3,0.5%,None,48,ASP,M0,0.9432492000142025,0.0020433220202056147
lac3,0.5%,None,48,ASP,M1,0.002803691564983029,2.209225930008438e-4
lac3,0.5%,None,48,ASP,M2,0.006838165836051383,0.0014766877399076948
lac3,0.5%,None,48,ASP,M3,0.04660215472608515,0.0010067146368432154
lac3,0.5%,None,48,ASP,M4,5.067878586778771e-4,1.1249982018362332e-4
q5,21%,None,12,ASP,M0,0.6154579407508991,0.02104591830235027
q5,21%,None,12,ASP,M1,0.008685964708472615,8.431936806575795e-4
q5,21%,None,12,ASP,M2,0.03911632771124678,0.002210611212538659
q5,21%,None,12,ASP,M3,0.0407914134092093,0.0014635140924885632
q5,21%,None,12,ASP,M4,0.29588734324831417,0.017817993227630956
q5,21%,None,24,ASP,M0,0.5905764043541842,0.023905571891029265
q5,21%,None,24,ASP,M1,0.010954409655631363,2.959490437600685e-4
q5,21%,None,24,ASP,M2,0.04693496525164844,0.00291418083778138
q5,21%,None,24,ASP,M3,0.04005944370534274,3.357676090501295e-4
q5,21%,None,24,ASP,M4,0.3091004705918862,0.0195893254986654
q5,21%,None,36,ASP,M0,0.6007723751462507,0.0265925184512333
q5,21%,None,36,ASP,M1,0.011338493642421007,5.72840012238311e-4
q5,21%,None,36,ASP,M2,0.048221557252013866,0.0031298832997959454
q5,21%,None,36,ASP,M3,0.041054941953271466,9.7734820086779e-4
q5,21%,None,36,ASP,M4,0.29776134818777933,0.022303997510931248
q5,21%,None,48,ASP,M0,0.6062200677310141,0.019554655013343768
q5,21%,None,48,ASP,M1,0.0129728756844608,6.253952845044572e-4
q5,21%,None,48,ASP,M2,0.05071550091231147,0.0024846117891005512
q5,21%,None,48,ASP,M3,0.04258085096161705,4.82531329818476e-4
q5,21%,None,48,ASP,M4,0.28751070471059653,0.01691771767764802
q5,0.5%,None,12,ASP,M0,0.8673609950565041,0.018417567544307546
q5,0.5%,None,12,ASP,M1,0.0025962964982375017,7.672614056419301e-4
q5,0.5%,None,12,ASP,M2,0.0020975673974291727,0.0011969557486144577
q5,0.5%,None,12,ASP,M3,0.03993487628492586,0.003924300135663467
q5,0.5%,None,12,ASP,M4,0.08556315780492843,0.01298264231758047
q5,0.5%,None,24,ASP,M0,0.8651116748592511,0.003930776894376306
q5,0.5%,None,24,ASP,M1,0.002020222879348671,2.804860022769212e-4
q5,0.5%,None,24,ASP,M2,0.0025225862384018393,8.737593267829036e-4
q5,0.5%,None,24,ASP,M3,0.06163764025294206,3.1053113179653236e-4
q5,0.5%,None,24,ASP,M4,0.06870787577005631,0.0035907304654701614
q5,0.5%,None,36,ASP,M0,0.8491123480924709,0.004521181393833497
q5,0.5%,None,36,ASP,M1,0.0016978475941497196,2.5000294079493066e-4
q5,0.5%,None,36,ASP,M2,0.006320170874794175,5.654406305706408e-4
q5,0.5%,None,36,ASP,M3,0.07688265716521865,0.0026853598971883267
q5,0.5%,None,36,ASP,M4,0.06432966625702188,0.0019492963653172967
q5,0.5%,None,48,ASP,M0,0.8527454235033283,0.006625846203099613
q5,0.5%,None,48,ASP,M1,0.001617349880455171,3.180482184378659e-4
q5,0.5%,None,48,ASP,M2,0.005494413950287952,6.634951558229687e-4
q5,0.5%,None,48,ASP,M3,0.08645946375743559,0.004089494127938991
q5,0.5%,None,48,ASP,M4,0.053683348908492974,0.003914709364584726
glc2,21%,None,12,CIT,M0,0.8368988632685651,0.062088242840685766
glc2,21%,None,12,CIT,M1,0.010713669318716618,0.0024471029494148294
glc2,21%,None,12,CIT,M2,0.13907731167435236,0.05302492361581435
glc2,21%,None,12,CIT,M3,0.0018766503522461074,7.900646296503028e-4
glc2,21%,None,12,CIT,M4,0.012407617412992483,0.004768358820796863
glc2,21%,None,12,CIT,M5,8.295070258514606e-4,4.660684152087097e-4
glc2,21%,None,12,CIT,M6,0,0
glc2,21%,None,24,CIT,M0,0.7537913356963797,0.08327519774595261
glc2,21%,None,24,CIT,M1,0.013763807985853497,0.0027897788674105927
glc2,21%,None,24,CIT,M2,0.20112156577816545,0.07212296322978559
glc2,21%,None,24,CIT,M3,0.004326279609988933,0.0016310684342688943
glc2,21%,None,24,CIT,M4,0.02417098689107038,0.008118789801026906
glc2,21%,None,24,CIT,M5,0.0013219872260850042,3.5192085548641357e-4
glc2,21%,None,24,CIT,M6,0,0
glc2,21%,None,36,CIT,M0,0.6331629773751967,0.0388261887667999
glc2,21%,None,36,CIT,M1,0.016023388511656043,0.0017308645455365887
glc2,21%,None,36,CIT,M2,0.29903246284006,0.03129721931133194
glc2,21%,None,36,CIT,M3,0.007604249936971687,8.763380221887069e-4
glc2,21%,None,36,CIT,M4,0.04065955463944662,0.004925117465699095
glc2,21%,None,36,CIT,M5,0.0019371287936893141,4.234377605169873e-4
glc2,21%,None,36,CIT,M6,3.567229591830573e-5,2.751717312513849e-5
glc2,21%,None,48,CIT,M0,0.6000260423427007,0.03982108796553482
glc2,21%,None,48,CIT,M1,0.01826931173257044,0.0014402620518895342
glc2,21%,None,48,CIT,M2,0.32224724937629956,0.03119346220984749
glc2,21%,None,48,CIT,M3,0.008761797922956893,9.171600602823175e-4
glc2,21%,None,48,CIT,M4,0.04811018384253726,0.006017232390973074
glc2,21%,None,48,CIT,M5,0.0021463289448509725,3.118972294315398e-4
glc2,21%,None,48,CIT,M6,1.72426141507291e-4,9.081075730110315e-5
glc2,0.5%,None,12,CIT,M0,0.8350858477909965,0.028779724509938376
glc2,0.5%,None,12,CIT,M1,0.007004543970364527,0.0010766580596897547
glc2,0.5%,None,12,CIT,M2,0.13686059608612922,0.027568718047745158
glc2,0.5%,None,12,CIT,M3,0.0020379864929089553,7.421559873297199e-4
glc2,0.5%,None,12,CIT,M4,0.01754091450827216,0.002887749907629869
glc2,0.5%,None,12,CIT,M5,0.0012637848416245704,6.116428150557321e-4
glc2,0.5%,None,12,CIT,M6,0,0
glc2,0.5%,None,24,CIT,M0,0.7909964394747173,0.03362406729259899
glc2,0.5%,None,24,CIT,M1,0.0070047413953798834,0.0012037015425243097
glc2,0.5%,None,24,CIT,M2,0.1292597722253138,0.02138326514629985
glc2,0.5%,None,24,CIT,M3,0.002448199911566462,7.792428170479488e-4
glc2,0.5%,None,24,CIT,M4,0.019993883452987173,0.0046146108432880105
glc2,0.5%,None,24,CIT,M5,0.0024699981322077397,0.0010703535076542327
glc2,0.5%,None,24,CIT,M6,0,0
glc2,0.5%,None,36,CIT,M0,0.7502528712206238,0.04030334057236929
glc2,0.5%,None,36,CIT,M1,0.0073782257256720385,0.0013604652137726694
glc2,0.5%,None,36,CIT,M2,0.1613414889752102,0.014193316306488322
glc2,0.5%,None,36,CIT,M3,0.0028857470196364393,9.450356083134785e-4
glc2,0.5%,None,36,CIT,M4,0.02208070997866714,0.004967068200931217
glc2,0.5%,None,36,CIT,M5,0.0019301730922732237,7.726612069358772e-4
glc2,0.5%,None,36,CIT,M6,0,0
glc2,0.5%,None,48,CIT,M0,0.7278856400964775,0.06476853548949475
glc2,0.5%,None,48,CIT,M1,0.005219524546790217,0.0012068402203719336
glc2,0.5%,None,48,CIT,M2,0.135536566519135,0.04692952892353233
glc2,0.5%,None,48,CIT,M3,0.013258734402545155,0.011081440245693632
glc2,0.5%,None,48,CIT,M4,0.03897071898841383,0.0134854344485684
glc2,0.5%,None,48,CIT,M5,0.0053886579891283416,0.0037052231434807534
glc2,0.5%,None,48,CIT,M6,0,0
glc6,21%,None,12,CIT,M0,0.6786806788620797,0.12022772750533207
glc6,21%,None,12,CIT,M1,0.009158162570243778,0.001673818749896982
glc6,21%,None,12,CIT,M2,0.20711459615745847,0.07960158536150651
glc6,21%,None,12,CIT,M3,0.04122209788276058,0.01476889492677463
glc6,21%,None,12,CIT,M4,0.019976819906672744,0.0075173362038972145
glc6,21%,None,12,CIT,M5,0.04272577670379822,0.015622258934789652
glc6,21%,None,12,CIT,M6,0.001630822492049456,6.943238555778344e-4
glc6,21%,None,24,CIT,M0,0.4518531312353604,0.07908778893049333
glc6,21%,None,24,CIT,M1,0.01017452270137253,0.0011200485271392088
glc6,21%,None,24,CIT,M2,0.35117916060182697,0.05081107377368849
glc6,21%,None,24,CIT,M3,0.047388149834490995,0.0046890116740287814
glc6,21%,None,24,CIT,M4,0.04629016208507063,0.006911335321705221
glc6,21%,None,24,CIT,M5,0.06495015599539178,0.023543685079740365
glc6,21%,None,24,CIT,M6,0.004652575753090392,0.001677028987453286
glc6,21%,None,36,CIT,M0,0.36398355146611205,0.06741178244339881
glc6,21%,None,36,CIT,M1,0.010438595222420497,0.0011678871763973423
glc6,21%,None,36,CIT,M2,0.3986372275687526,0.04212820895414434
glc6,21%,None,36,CIT,M3,0.042001539869382994,0.0027423681657850773
glc6,21%,None,36,CIT,M4,0.0640139960507919,0.00636285693897472
glc6,21%,None,36,CIT,M5,0.10955186401803226,0.014157966735521211
glc6,21%,None,36,CIT,M6,0.008164518268189275,0.0024099072727800466
glc6,21%,None,48,CIT,M0,0.3242599250743148,0.06646181245405204
glc6,21%,None,48,CIT,M1,0.010601353846211923,2.915104681567103e-4
glc6,21%,None,48,CIT,M2,0.4133377158346055,0.03656147519304673
glc6,21%,None,48,CIT,M3,0.03860490118533658,0.003520528031904681
glc6,21%,None,48,CIT,M4,0.07267719202496126,0.006868961667440246
glc6,21%,None,48,CIT,M5,0.127116378320251,0.01773463517995819
glc6,21%,None,48,CIT,M6,0.012871610377788183,0.001853278215415999
glc6,0.5%,None,12,CIT,M0,0.7437950133866694,0.08937456069487018
glc6,0.5%,None,12,CIT,M1,0.006647950919512261,3.3904160224797837e-4
glc6,0.5%,None,12,CIT,M2,0.1454071228119948,0.05374816158605119
glc6,0.5%,None,12,CIT,M3,0.06728879300038959,0.009879330088119158
glc6,0.5%,None,12,CIT,M4,0.01229854990542247,0.0013146834728824555
glc6,0.5%,None,12,CIT,M5,0.04336656286568515,0.015053245099573634
glc6,0.5%,None,12,CIT,M6,9.012975967887178e-6,9.01297596788718e-6
glc6,0.5%,None,24,CIT,M0,0.6000829977000954,0.06485942561053355
glc6,0.5%,None,24,CIT,M1,0.006592135082769341,7.479221160443658e-4
glc6,0.5%,None,24,CIT,M2,0.18927615727033015,0.0680258369861582
glc6,0.5%,None,24,CIT,M3,0.049396925140189465,0.006861927997951437
glc6,0.5%,None,24,CIT,M4,0.017786330115214456,0.0017163174927241193
glc6,0.5%,None,24,CIT,M5,0.05600910459589369,0.0208333323322038
glc6,0.5%,None,24,CIT,M6,5.056890123073922e-4,1.4940715270703877e-4
glc6,0.5%,None,36,CIT,M0,0.6404848158383951,0.12515777685959198
glc6,0.5%,None,36,CIT,M1,0.006178094759475683,0.0011339330599735497
glc6,0.5%,None,36,CIT,M2,0.30161081804230105,0.05211203954545115
glc6,0.5%,None,36,CIT,M3,0.03931768979977081,0.006962742853830736
glc6,0.5%,None,36,CIT,M4,0.02028615092488233,0.0033168608654335196
glc6,0.5%,None,36,CIT,M5,0.06427713282628346,0.024206820820563323
glc6,0.5%,None,36,CIT,M6,5.673843187805278e-4,6.601097012406355e-5
glc6,0.5%,None,48,CIT,M0,0.7975763069264477,0.06757883348397448
glc6,0.5%,None,48,CIT,M1,0.005769548276625818,5.391495174277401e-4
glc6,0.5%,None,48,CIT,M2,0.13181826605109806,0.05368544967320907
glc6,0.5%,None,48,CIT,M3,0.015116251427043455,0.006125242416992249
glc6,0.5%,None,48,CIT,M4,0.01025065238460134,0.003295947539323554
glc6,0.5%,None,48,CIT,M5,0.03107131258376701,0.01348191625302917
glc6,0.5%,None,48,CIT,M6,9.27083405265347e-8,9.270834052653471e-8
lac3,21%,None,12,CIT,M0,0.7200307197628382,0.06872563968660675
lac3,21%,None,12,CIT,M1,0.007905141558353434,8.765269401343225e-4
lac3,21%,None,12,CIT,M2,0.23598681327784987,0.030740265529471185
lac3,21%,None,12,CIT,M3,0.044725933176812664,0.006218372638950705
lac3,21%,None,12,CIT,M4,0.020641774527097687,0.00284729321277728
lac3,21%,None,12,CIT,M5,0.03069641262426191,0.003061684602389561
lac3,21%,None,12,CIT,M6,3.007186363895597e-4,1.1681223407259302e-4
lac3,21%,None,24,CIT,M0,0.6318505678364035,0.058031312735493
lac3,21%,None,24,CIT,M1,0.010308103479594665,4.089614249143044e-4
lac3,21%,None,24,CIT,M2,0.2953705595614547,0.026894596734690194
lac3,21%,None,24,CIT,M3,0.04676252600397804,0.004660883646747829
lac3,21%,None,24,CIT,M4,0.029017422135705188,0.0017650630434215867
lac3,21%,None,24,CIT,M5,0.037354954278109774,0.0031648900394674628
lac3,21%,None,24,CIT,M6,0.0012426488525473878,6.965783267011885e-5
lac3,21%,None,36,CIT,M0,0.6147593491600972,0.04865989253329891
lac3,21%,None,36,CIT,M1,0.011295269822229276,5.183163610128413e-4
lac3,21%,None,36,CIT,M2,0.3041405343101396,0.026537492657597556
lac3,21%,None,36,CIT,M3,0.04640343640898616,0.004076009407046645
lac3,21%,None,36,CIT,M4,0.029834585496663586,0.001937285566673871
lac3,21%,None,36,CIT,M5,0.034276309800732666,0.002114962113217504
lac3,21%,None,36,CIT,M6,0.001262482471081995,3.979370610111521e-5
lac3,21%,None,48,CIT,M0,0.6177184585129278,0.029649620797526973
lac3,21%,None,48,CIT,M1,0.012386084354264545,5.314520475871282e-4
lac3,21%,None,48,CIT,M2,0.29077282873662635,0.015427588576666214
lac3,21%,None,48,CIT,M3,0.04707697423415013,0.004107175073875641
lac3,21%,None,48,CIT,M4,0.027279107919811113,0.001442008905841564
lac3,21%,None,48,CIT,M5,0.02879532614164231,0.001433608248982781
lac3,21%,None,48,CIT,M6,9.246424274315644e-4,1.895036983513694e-5
lac3,0.5%,None,12,CIT,M0,0.684528657636735,0.028579625373492797
lac3,0.5%,None,12,CIT,M1,0.0054975300516126435,6.31537053821216e-4
lac3,0.5%,None,12,CIT,M2,0.2084287138697894,0.020328629942650174
lac3,0.5%,None,12,CIT,M3,0.04859345226157989,0.005861628268149013
lac3,0.5%,None,12,CIT,M4,0.012303094563280624,0.002260473047091941
lac3,0.5%,None,12,CIT,M5,0.04333612348449183,0.0012258730628436553
lac3,0.5%,None,12,CIT,M6,1.9440320688228987e-5,1.944032068822899e-5
lac3,0.5%,None,24,CIT,M0,0.7143413660521355,0.04000433705430222
lac3,0.5%,None,24,CIT,M1,0.005472958953566951,1.6178875931125626e-4
